GEOID,PORTION,CLUSTERID,TractSplit,ZIP,TRACT,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO
11001008002,0.558,26,0.558,20002,11001008002,0.0529311127,0.0095238095,0.0496175315,0.0496814575
11001008100,0.289,26,0.289,20003,11001008100,0.003784633,0,0.005608525,0.0036696179
11001008100,0.289,26,0.289,20002,11001008100,0.0495094445,0.0151515152,0.0516849287,0.0475857829
11001008100,0.711,25,0.711,20003,11001008100,0.003784633,0,0.005608525,0.0036696179
11001008100,0.711,25,0.711,20002,11001008100,0.0495094445,0.0151515152,0.0516849287,0.0475857829
11001008200,0.663,26,0.663,20003,11001008200,0.0135675521,0.0079652426,0.0162647224,0.0133970177
11001008200,0.663,26,0.663,20002,11001008200,0.0473796306,0.0614718615,0.0595410378,0.0499329384
11001008200,0.003,45,0.003,20003,11001008200,0.0135675521,0.0079652426,0.0162647224,0.0133970177
11001008200,0.003,45,0.003,20002,11001008200,0.0473796306,0.0614718615,0.0595410378,0.0499329384
11001008200,0.334,25,0.334,20003,11001008200,0.0135675521,0.0079652426,0.0162647224,0.0133970177
11001008200,0.334,25,0.334,20002,11001008200,0.0473796306,0.0614718615,0.0595410378,0.0499329384
11001008301,1,25,1,20002,11001008301,0.0393840997,0.0822510823,0.0382468472,0.0419973175
11001008302,1,25,1,20002,11001008302,0.0354387067,0.0216450216,0.0363861898,0.0346764279
11001008402,1,25,1,20002,11001008402,0.0434691526,0.0476190476,0.0297705189,0.0418855482
11001008410,1,25,1,20002,11001008410,0.0230438881,0.0523809524,0.0111639446,0.0233318431
11001008701,1,21,1,20002,11001008701,0.0433644077,0.0199134199,0.0303907381,0.0400972393
11001008702,1,21,1,20002,11001008702,0.0324011033,0.0316017316,0.0394872855,0.0333072538
11001008702,1,21,1,20260,11001008702,0,0.1666666667,0,0.1111111111
11001008802,1,23,1,20002,11001008802,0.0688523445,0.0307359307,0.0802150093,0.067927797
11001008803,1,23,1,20002,11001008803,0.0273733459,0.0991341991,0.0570601613,0.0360176596
11001008803,1,23,1,20242,11001008803,0,0.2,0,0.2
11001008804,1,23,1,20002,11001008804,0.0508012988,0.0341991342,0.1240438288,0.0596289259
11001008903,1,23,1,20002,11001008903,0.0587968297,0.012987013,0.0690510647,0.0572258858
11001008904,1,23,1,20002,11001008904,0.0900108236,0.0601731602,0.0986148439,0.0892477926
11001009000,1,24,1,20018,11001009000,0.2154208358,0.0278833967,0.0579216354,0.1910647351
11001009102,1,22,1,20018,11001009102,0.2534432019,0.1723700887,0.7223168654,0.274845507
11001009102,1,22,1,20002,11001009102,0,0.0043290043,0.0004134794,0.0003353079
11001009102,1,22,1,20042,11001009102,0,1,0,1
11001009102,1,22,1,20090,11001009102,1,1,1,1
11001009102,1,22,1,20318,11001009102,0,0,1,1
11001009102,1,22,1,20066,11001009102,0,1,1,1
11001009102,1,22,1,20244,11001009102,0,1,0,1
11001009102,1,22,1,20050,11001009102,0,0,1,1
11001009201,1,21,1,20002,11001009201,0.0013267693,0,0.0022741369,0.001369174
11001009201,1,21,1,20017,11001009201,0.0754284335,0.1082390953,0.2306397306,0.0872723445
11001009203,1,21,1,20002,11001009203,0.0439928773,0.0090909091,0.0155054786,0.0378897955
11001009204,1,21,1,20002,11001009204,0.0085192556,0.0194805195,0.0049617532,0.0087459484
11001009204,1,21,1,20017,11001009204,0.122978518,0.0226171244,0.1346801347,0.1171702284
11001009301,0.998,22,0.998,20018,11001009301,0.0534432019,0.0570342205,0.0170357751,0.051565191
11001009301,0.998,22,0.998,20017,11001009301,0.1782524741,0.49273021,0.0387205387,0.1900200021
11001009301,0.002,21,0.002,20018,11001009301,0.0534432019,0.0570342205,0.0170357751,0.051565191
11001009301,0.002,21,0.002,20017,11001009301,0.1782524741,0.49273021,0.0387205387,0.1900200021
11001009302,1,22,1,20018,11001009302,0.0347263096,0.062103929,0.0442930153,0.0374835376
11001009302,1,22,1,20017,11001009302,0.0293265749,0.0484652666,0.0067340067,0.0291609643
11001009400,0.542,24,0.542,20018,11001009400,0.2089464391,0.1229404309,0.0442930153,0.1922804174
11001009400,0.542,24,0.542,20017,11001009400,0,0.0016155089,0,0.0001052742
11001009400,0.318,22,0.318,20018,11001009400,0.2089464391,0.1229404309,0.0442930153,0.1922804174
11001009400,0.318,22,0.318,20017,11001009400,0,0.0016155089,0,0.0001052742
11001009400,0.141,20,0.141,20018,11001009400,0.2089464391,0.1229404309,0.0442930153,0.1922804174
11001009400,0.141,20,0.141,20017,11001009400,0,0.0016155089,0,0.0001052742
11001009501,0.543,20,0.543,20017,11001009501,0.0391020999,0.0274636511,0.0707070707,0.0403200337
11001009501,0.543,20,0.543,20011,11001009501,0.0628994544,0.0211397059,0.1757884972,0.0697481317
11001009501,0.543,20,0.543,20064,11001009501,0,1,0,1
11001009501,0.457,19,0.457,20017,11001009501,0.0391020999,0.0274636511,0.0707070707,0.0403200337
11001009501,0.457,19,0.457,20011,11001009501,0.0628994544,0.0211397059,0.1757884972,0.0697481317
11001009501,0.457,19,0.457,20064,11001009501,0,1,0,1
11001009503,0.011,24,0.011,20018,11001009503,0.0151854032,0.0025348542,0,0.0132711985
11001009503,0.011,24,0.011,20017,11001009503,0.1457880763,0.0290791599,0,0.1290662175
11001009503,0.113,22,0.113,20018,11001009503,0.0151854032,0.0025348542,0,0.0132711985
11001009503,0.113,22,0.113,20017,11001009503,0.1457880763,0.0290791599,0,0.1290662175
11001009503,0.876,20,0.876,20018,11001009503,0.0151854032,0.0025348542,0,0.0132711985
11001009503,0.876,20,0.876,20017,11001009503,0.1457880763,0.0290791599,0,0.1290662175
11001009504,1,20,1,20017,11001009504,0.1728216268,0.2326332795,0.4343434343,0.193072955
11001009505,0.875,19,0.875,20012,11001009505,0.0147034528,0,0,0.0130364728
11001009505,0.875,19,0.875,20011,11001009505,0.044193297,0.0790441176,0.0273654917,0.0442499308
11001009505,0.125,17,0.125,20012,11001009505,0.0147034528,0,0,0.0130364728
11001009505,0.125,17,0.125,20011,11001009505,0.044193297,0.0790441176,0.0273654917,0.0442499308
11001009507,1,19,1,20011,11001009507,0.0240452065,0.0055147059,0.0018552876,0.0216924993
11001009508,1,19,1,20017,11001009508,0.0129133478,0.0048465267,0.0067340067,0.0120012633
11001009508,1,19,1,20011,11001009508,0.0622369447,0.0257352941,0.0408163265,0.0592651536
11001009508,1,19,1,20039,11001009508,1,1,1,1
11001009509,1,20,1,20017,11001009509,0.1562877142,0.0177705977,0,0.1374881566
11001009601,0.107,31,0.107,20019,11001009601,0.03428838,0.099112426,0.01517067,0.0332410885
11001009601,0.893,29,0.893,20019,11001009601,0.03428838,0.099112426,0.01517067,0.0332410885
11001009602,1,30,1,20019,11001009602,0.0620456401,0.0221893491,0.0940581542,0.0653291164
11001009603,1,32,1,20029,11001009603,1,1,1,1
11001009603,1,32,1,20026,11001009603,1,1,1,1
11001009603,1,32,1,20019,11001009603,0.0685378844,0.1331360947,0.0740834387,0.0706990841
11001009604,1,32,1,20019,11001009604,0.0390312172,0.0266272189,0.009608091,0.0349212624
11001009700,1,39,1,20032,11001009700,0.0853226462,0.0347826087,0.0427089689,0.0773137162
11001009801,1,39,1,20032,11001009801,0.0526804902,0.0347826087,0.0271507016,0.0482202183
11001009802,1,39,1,20032,11001009802,0.0508799442,0.0139130435,0.0353874314,0.0474608448
11001009803,1,39,1,20032,11001009803,0.0877040135,0.0347826087,0.1150091519,0.090507831
11001009804,1,39,1,20032,11001009804,0.0616251379,0.0434782609,0.0442342892,0.0584243
11001009807,0.114,44,0.114,20032,11001009807,0.0905500378,0.107826087,0.0967053081,0.0919791172
11001009807,0.886,39,0.886,20032,11001009807,0.0905500378,0.107826087,0.0967053081,0.0919791172
11001009810,1,39,1,20032,11001009810,0.0713248533,0.0347826087,0.1150091519,0.0771238728
11001009811,1,39,1,20032,11001009811,0.1615263983,0.2347826087,0.1043319097,0.1546274324
11001009901,1,34,1,20020,11001009901,0.0292405117,0.0557768924,0.002137323,0.0263336307
11001009901,1,34,1,20019,11001009901,0.0150449015,0.0044378698,0.0083438685,0.0139355604
11001009902,0.837,34,0.837,20020,11001009902,0.0442007735,0.015936255,0.008549292,0.0386797502
11001009902,0.837,34,0.837,20019,11001009902,0.0108463243,0.0118343195,0.002528445,0.0097845424
11001009902,0.163,32,0.163,20020,11001009902,0.0442007735,0.015936255,0.008549292,0.0386797502
11001009902,0.163,32,0.163,20019,11001009902,0.0108463243,0.0118343195,0.002528445,0.0097845424
11001009903,1,33,1,20019,11001009903,0.0284958986,0.025147929,0.00505689,0.0253673321
11001009904,1,33,1,20019,11001009904,0.0462621001,0.0192307692,0.0432364096,0.0452658628
11001009905,1,33,1,20019,11001009905,0.0554367687,0.0295857988,0.0510745891,0.0542926797
11001009906,1,33,1,20019,11001009906,0.0295066672,0.0266272189,0.0346396966,0.0301113527
11001009907,1,33,1,20019,11001009907,0.0454457101,0.0147928994,0.0998735777,0.0518547803
11001010100,0.686,8,0.686,20001,11001010100,0.0079102546,0.0526777875,0.0053908356,0.01161887
11001010100,0.686,8,0.686,20006,11001010100,0,0.0038910506,0.0092165899,0.0031220731
11001010100,0.686,8,0.686,20005,11001010100,0.242179942,0.712357217,0.2859116022,0.3497986993
11001010100,0.686,8,0.686,20043,11001010100,1,1,1,1
11001010100,0.686,8,0.686,20036,11001010100,0,0.0083472454,0.0070671378,0.003908046
11001010100,0.686,8,0.686,20424,11001010100,0,1,1,1
11001010100,0.686,8,0.686,20420,11001010100,0,1,0,1
11001010100,0.686,8,0.686,20572,11001010100,0,1,0,1
11001010100,0.686,8,0.686,20571,11001010100,0,1,0,1
11001010100,0.686,8,0.686,20223,11001010100,0,0.5,0,0.5
11001010100,0.686,8,0.686,20071,11001010100,0,1,0,1
11001010100,0.686,8,0.686,20533,11001010100,0,1,0,1
11001010100,0.686,8,0.686,20530,11001010100,0,0.25,0,0.25
11001010100,0.686,8,0.686,20268,11001010100,0,1,0,1
11001010100,0.686,8,0.686,20439,11001010100,0,1,0,1
11001010100,0.686,8,0.686,20230,11001010100,0,0.5,0,0.5
11001010100,0.686,8,0.686,20229,11001010100,0,0.1495327103,0.0833333333,0.1428571429
11001010100,0.314,6,0.314,20001,11001010100,0.0079102546,0.0526777875,0.0053908356,0.01161887
11001010100,0.314,6,0.314,20006,11001010100,0,0.0038910506,0.0092165899,0.0031220731
11001010100,0.314,6,0.314,20005,11001010100,0.242179942,0.712357217,0.2859116022,0.3497986993
11001010100,0.314,6,0.314,20043,11001010100,1,1,1,1
11001010100,0.314,6,0.314,20036,11001010100,0,0.0083472454,0.0070671378,0.003908046
11001010100,0.314,6,0.314,20424,11001010100,0,1,1,1
11001010100,0.314,6,0.314,20420,11001010100,0,1,0,1
11001010100,0.314,6,0.314,20572,11001010100,0,1,0,1
11001010100,0.314,6,0.314,20571,11001010100,0,1,0,1
11001010100,0.314,6,0.314,20223,11001010100,0,0.5,0,0.5
11001010100,0.314,6,0.314,20071,11001010100,0,1,0,1
11001010100,0.314,6,0.314,20533,11001010100,0,1,0,1
11001010100,0.314,6,0.314,20530,11001010100,0,0.25,0,0.25
11001010100,0.314,6,0.314,20268,11001010100,0,1,0,1
11001010100,0.314,6,0.314,20439,11001010100,0,1,0,1
11001010100,0.314,6,0.314,20230,11001010100,0,0.5,0,0.5
11001010100,0.314,6,0.314,20229,11001010100,0,0.1495327103,0.0833333333,0.1428571429
11001010200,1,9,1,20228,11001010200,0,1,0,1
11001010200,1,9,1,20202,11001010200,0,1,1,1
11001010200,1,9,1,20414,11001010200,0,1,0,1
11001010200,1,9,1,20411,11001010200,0,1,0,1
11001010200,1,9,1,20410,11001010200,0,1,0,1
11001010200,1,9,1,20597,11001010200,0,1,0,1
11001010200,1,9,1,20594,11001010200,0,1,0,1
11001010200,1,9,1,20591,11001010200,0,1,0,1
11001010200,1,9,1,20585,11001010200,0,1,0,1
11001010200,1,9,1,20554,11001010200,0,1,0,1
11001010200,1,9,1,20553,11001010200,0,1,0,1
11001010200,1,9,1,20547,11001010200,0,1,0,1
11001010200,1,9,1,20289,11001010200,0,1,0,1
11001010200,1,9,1,20260,11001010200,0,0.8333333333,1,0.8888888889
11001010200,1,9,1,20065,11001010200,0,1,0,1
11001010200,1,9,1,20254,11001010200,0,1,0,1
11001010200,1,9,1,20472,11001010200,0,0.5454545455,0.7142857143,0.575
11001010200,1,9,1,20229,11001010200,0,0.0654205607,0.1666666667,0.0756302521
11001010200,1,9,1,20024,11001010200,0.1802571249,0.4820846906,0.2870588235,0.2061913546
11001010200,1,9,1,20013,11001010200,1,1,1,1
11001010300,0.121,40,0.121,20012,11001010300,0.2177432678,0.1524390244,0.2375886525,0.2138567453
11001010300,0.121,40,0.121,20306,11001010300,0,1,0,1
11001010300,0.879,17,0.879,20012,11001010300,0.2177432678,0.1524390244,0.2375886525,0.2138567453
11001010300,0.879,17,0.879,20306,11001010300,0,1,0,1
11001010400,1,39,1,20032,11001010400,0.1032119417,0.2052173913,0.1323978035,0.1105363075
11001010400,1,39,1,20020,11001010400,0,0,0.0005343308,0.0000713649
11001010500,1,9,1,20024,11001010500,0.3763373191,0.4364820847,0.1152941176,0.371882268
11001010500,1,9,1,20003,11001010500,0,0.0391020999,0.001121705,0.0032618826
11001010500,1,9,1,20229,11001010500,0,0.0186915888,0.0833333333,0.025210084
11001010500,1,9,1,20423,11001010500,0,1,0,1
11001010500,1,9,1,20204,11001010500,0,1,0,1
11001010500,1,9,1,20053,11001010500,0,1,0,1
11001010500,1,9,1,20416,11001010500,0,1,0,1
11001010500,1,9,1,20201,11001010500,0,0.6666666667,0,0.6666666667
11001010500,1,9,1,20403,11001010500,0,1,0,1
11001010500,1,9,1,20546,11001010500,0,1,0,1
11001010500,1,9,1,20219,11001010500,0,1,0,1
11001010500,1,9,1,20515,11001010500,0,0,0.0064935065,0.0064935065
11001010500,1,9,1,20472,11001010500,0,0.1515151515,0.1428571429,0.15
11001010500,1,9,1,20237,11001010500,0,1,0,1
11001010600,0.989,25,0.989,20229,11001010600,0,0.0186915888,0.0833333333,0.025210084
11001010600,0.989,25,0.989,20417,11001010600,0,1,0,1
11001010600,0.989,25,0.989,20407,11001010600,0,1,0,1
11001010600,0.989,25,0.989,20404,11001010600,0,1,0,1
11001010600,0.989,25,0.989,20402,11001010600,0,1,0,1
11001010600,0.989,25,0.989,20549,11001010600,0,0.5,0,0.0113636364
11001010600,0.989,25,0.989,20544,11001010600,0,1,1,1
11001010600,0.989,25,0.989,20529,11001010600,0,0.16,0.25,0.1666666667
11001010600,0.989,25,0.989,20507,11001010600,0,1,0,1
11001010600,0.989,25,0.989,20212,11001010600,0,1,1,1
11001010600,0.989,25,0.989,20426,11001010600,0,1,0,1
11001010600,0.989,25,0.989,20002,11001010600,0.112530987,0.2523809524,0.0560264627,0.1139208673
11001010600,0.011,21,0.011,20229,11001010600,0,0.0186915888,0.0833333333,0.025210084
11001010600,0.011,21,0.011,20417,11001010600,0,1,0,1
11001010600,0.011,21,0.011,20407,11001010600,0,1,0,1
11001010600,0.011,21,0.011,20404,11001010600,0,1,0,1
11001010600,0.011,21,0.011,20402,11001010600,0,1,0,1
11001010600,0.011,21,0.011,20549,11001010600,0,0.5,0,0.0113636364
11001010600,0.011,21,0.011,20544,11001010600,0,1,1,1
11001010600,0.011,21,0.011,20529,11001010600,0,0.16,0.25,0.1666666667
11001010600,0.011,21,0.011,20507,11001010600,0,1,0,1
11001010600,0.011,21,0.011,20212,11001010600,0,1,1,1
11001010600,0.011,21,0.011,20426,11001010600,0,1,0,1
11001010600,0.011,21,0.011,20002,11001010600,0.112530987,0.2523809524,0.0560264627,0.1139208673
11001010700,1,6,1,20035,11001010700,1,1,1,1
11001010700,1,6,1,20006,11001010700,0,0.8983463035,0.8110599078,0.6315953793
11001010700,1,6,1,20037,11001010700,0.0539971172,0.2021390374,0.1229508197,0.0698643411
11001010700,1,6,1,20036,11001010700,0.4303964758,0.8644963829,0.5159010601,0.6152873563
11001010700,1,6,1,20421,11001010700,0,1,0,1
11001010700,1,6,1,20203,11001010700,0,1,0,1
11001010700,1,6,1,20419,11001010700,0,1,0,1
11001010700,1,6,1,20229,11001010700,0,0.0186915888,0.0833333333,0.025210084
11001010700,1,6,1,20226,11001010700,0,0.0909090909,0,0.0909090909
11001010700,1,6,1,20577,11001010700,0,0.3333333333,0,0.3333333333
11001010700,1,6,1,20555,11001010700,0,1,0,1
11001010700,1,6,1,20223,11001010700,0,0.1666666667,0,0.1666666667
11001010700,1,6,1,20218,11001010700,0,1,0,1
11001010700,1,6,1,20526,11001010700,0,1,0,1
11001010700,1,6,1,20063,11001010700,0,1,0,1
11001010700,1,6,1,20503,11001010700,0,0,0.75,0.75
11001010700,1,6,1,20240,11001010700,0,0.5,0,0.5
11001010700,1,6,1,20062,11001010700,0,1,0,1
11001010700,1,6,1,20437,11001010700,0,1,0,1
11001010700,1,6,1,20434,11001010700,0,1,0,1
11001010700,1,6,1,20433,11001010700,0,0.5,0,0.5
11001010700,1,6,1,20427,11001010700,0,1,0,1
11001010800,1,5,1,20415,11001010800,0,1,0,1
11001010800,1,5,1,20405,11001010800,0,1,0,1
11001010800,1,5,1,20226,11001010800,0,0.1818181818,0,0.1818181818
11001010800,1,5,1,20052,11001010800,0.9638554217,0.9444444444,1,0.9568345324
11001010800,1,5,1,20223,11001010800,0,0.1666666667,0,0.1666666667
11001010800,1,5,1,20552,11001010800,0,1,0,1
11001010800,1,5,1,20508,11001010800,0,1,0,1
11001010800,1,5,1,20505,11001010800,0,1,0,1
11001010800,1,5,1,20240,11001010800,0,0.5,0,0.5
11001010800,1,5,1,20451,11001010800,0,1,0,1
11001010800,1,5,1,20433,11001010800,0,0.5,0,0.5
11001010800,1,5,1,20431,11001010800,0,1,0,1
11001010800,1,5,1,20429,11001010800,0,1,0,1
11001010800,1,5,1,20006,11001010800,1,0.0963035019,0.1658986175,0.3634093038
11001010800,1,5,1,20037,11001010800,0.017851203,0.0898395722,0.0409836066,0.0251937984
11001010900,1,39,1,20032,11001010900,0.0814892258,0.0660869565,0.1189749847,0.0869008068
11001011000,1,9,1,20024,11001011000,0.3408253169,0.0249728556,0.2352941176,0.3138984682
11001011000,1,9,1,20319,11001011000,1,0.9761904762,1,0.9857142857
11001011100,0.328,24,0.328,20018,11001011100,0.2188346086,0.5551330798,0.1141396934,0.2394894134
11001011100,0.328,24,0.328,20002,11001011100,0.0094619601,0.058008658,0.0097167666,0.0126299318
11001011100,0.133,23,0.133,20018,11001011100,0.2188346086,0.5551330798,0.1141396934,0.2394894134
11001011100,0.133,23,0.133,20002,11001011100,0.0094619601,0.058008658,0.0097167666,0.0126299318
11001011100,0.539,22,0.539,20018,11001011100,0.2188346086,0.5551330798,0.1141396934,0.2394894134
11001011100,0.539,22,0.539,20002,11001011100,0.0094619601,0.058008658,0.0097167666,0.0126299318
