black_18,black_18_margin,black_under_18,black_under_18_margin,bus_stops,cc_cap,cc_sub_13,children_in_poverty,children_in_poverty_denom,children_in_poverty_denom_margin,children_in_poverty_numer,children_in_poverty_numer_margin,Cluster,Cluster_ID,dental_visit,er_ast_10,fs_client_2012,grad,grocery,hispanic_18,hispanic_18_margin,hispanic_under_18,hispanic_under_18_margin,homeownership,homeownership_denom,homeownership_denom_margin,homeownership_numer,homeownership_numer_margin,libraries,math,median_family_income,median_family_income_denom,median_family_income_denom_margin,median_family_income_numer,median_family_income_numer_margin,medicaid_enroll,metro,no_hs_degree_18_24,no_hs_degree_18_24_margin,no_hs_degree_25_plus,no_hs_degree_25_plus_margin,other_18,other_18_margin,other_under_18,other_under_18_margin,population_black_total,population_black_total_margin,population_hisp_total,population_hisp_total_margin,population_other_total,population_other_total_margin,population_total,population_total_margin,population_under_18,population_under_18_margin,population_under_5,population_under_5_margin,population_white_total,population_white_total_margin,prev_med_visit,reading,rec,single_mother_families,single_mother_families_margin,total_neighborhood_poverty,total_neighborhood_poverty_denom,total_neighborhood_poverty_denom_margin,total_neighborhood_poverty_numer,total_neighborhood_poverty_numer_margin,vacants,violent_crimes,white_18,white_18_margin,white_under_18,white_under_18_margin,work,work_denom,work_denom_margin,work_numer,work_numer_margin,youth_ready_to_work,youth_ready_to_work_denom,youth_ready_to_work_denom_margin,youth_ready_to_work_numer,youth_ready_to_work_numer_margin
11575.124,8502.195,2588.935,1054.89605565003,127,196,158348.67,0.218482679029737,3219.912,1263.64832448801,703.495,690.911154842084,21,Nbclus_021,1257.061807,160.0969602,4880.541325,0.77,0,1145.143,3084.903,554.593,492.196579096395,0.460554164698563,8743.61,835.322,4026.906,955.842657127027,0,0.533707865,0.574407386140364,2692.394,1168.811,1546.531,1015.392,2392.061492,0,17164.365,5280.28222701969,214.779,342.434084238734,0.07,6452.315,0.07,6452.315,13921.287,2768.271,1699.736,1028.301,1058.427,777.676932211805,20680.62,2906.382,3301.476,1290.463,1179.037,712.427107419733,4001.17,1403.658,1688.086593,0.520599251,2,1546.531,1015.392,0.197039582541587,19832.203,2795.749,3907.729,1887.725,46,#N/A,3843.292,4210.974,157.878,389.256634456845,0.08912162074802,10286.707,1757.875,916.768,569.993998223288,0.825394767673962,1843.616,1009.82239515379,1521.711,906.042388333336
8457.136,4651.704,2422.076,614.104251710976,120,129,702294.85,0.25795178989624,2891.676,707.039435137962,745.913,365.497647406713,22,Nbclus_022,1061.677591,104.8403616,3448.470777,0.61645,1,551.751,1859.991,145.93,181.150106475333,0.62126438799515,4841.71,316.334,3007.982,547.471151986752,1,0.510813594,0.600922518483113,2351.606,702.179,1413.133,627.175,1869.394754,1,10362.663,2865.34893593171,188.189,172.869784334202,47.144,3743.41,47.144,3743.41,10738.319,1552.851,697.681,619.997,478.358,394.964244149571,13468.02,1624.9,2917.168,748.682,739.821,339.46626070833,1553.662,558.437,1401.338078,0.520082389,2,1413.133,627.175,0.188336282772245,13137.527,1600.352,2474.273,1022.51,16,6,1251.644,1675.311,302.018,243.347967235532,0.13393567350823,5397.061,788.777,722.859,356.793681635062,0.669007710673818,744.682,375.634727864389,498.198,310.091053573565
10497.511,6354.582,2769.528,866.589256389518,84,139,188134.29,0.414184987069947,3241.286,1006.02297717196,1342.492,629.771615309986,23,Nbclus_023,1219.311935,145.9687742,5448.884191,0.485266666666667,2,540.526,2555.481,329.857,344.664787561028,0.285662556528679,6360.046,605.896,1816.827,516.178926381001,0,0.433613445,0.714425101972372,2334.701,884.26,1667.969,731.546,2278.79174,0,12368.799,4001.77458379654,403.714,412.260856962437,85.266,5344.945,85.266,5344.945,13194.128,2116.662,870.383,851.827,636.014,467.701014911172,16038.863,2270.465,3266.35,1068.989,807.437,475.363322262938,1338.338,525.856,1581.976258,0.375630252,3,1667.969,731.546,0.328958268057874,15144.155,2227.342,4981.795,1829.299,29,3,1256.639,1577.568,81.699,221.732599886627,0.141700578678821,6265.479,1181.797,887.822,450.226280961081,0.578899316907987,1370.24,610.253362698255,793.231,484.933679665361
5043.025,2641.044,964.456,355.768578970828,65,4,259132.72,0.096789146259747,1050.624,347.532725328599,101.689,111.127998509713,24,Nbclus_024,636.0120346,56.18677176,2115.576004,0,0,187.883,469.332,57.117,93.603273713975,0.534751240676804,3173.268,172.406,1696.909,290.858296152819,0,0.553349876,0.393408834940786,846.163,361.659,332.888,294.313,1090.510736,0,5541.608,1394.24428567056,35.105,68.1504279762616,-7.782,2014.655,-7.782,2014.655,5944.441,880.373,245,156.444,135.872,132.101392691004,6635.381,847.265,1058.668,402.931,464.774,209.203724664514,310.068,184.137,835.3018341,0.545905707,2,332.888,294.313,0.152360654173248,6538.696,834.874,996.24,463.589,14,1,265.191,552.411,44.877,84.6545869487577,0.131945710555083,2577.886,387.724,340.141,157.218835737184,0.717883777817553,335.22,190.466809913825,240.649,165.493051792807
9422.776,7444.737,2287.685,957.171426873376,112,355,617511.91,0.209772856433849,3888.73,1348.30428317521,815.75,689.534319625052,25,Nbclus_025,1844.80318,223.0570804,8323.787153,0.5604,1,974.375,2461.431,224.758,467.099555832053,0.515744833199812,11211.678,826.833,5782.365,1177.09157352284,1,0.547465438,0.413791845504746,3262.029,1215.298,1349.801,871.665,3458.687614,2,21900.053,5480.64509814356,230.37,342.149076675252,254.182,6380.79,254.182,6380.79,11474.974,2441.555,1199.133,820.477,1464.811,911.481417703288,26126.679,3056.378,3996.256,1276.158,1521.8,747.289821577301,11987.761,1866.318,2392.437402,0.501382488,1,1349.801,871.665,0.146805440883351,25780.005,3005.58,3784.645,1587.179,54,3,10758.13,5598.954,1229.631,632.967614897382,0.064796565640873,14920.513,2237.77,966.798,631.025889857351,0.82680442141992,2174.686,1067.69332606423,1798.04,959.963699877023
8264.336,5809.08,1570.752,815.20027479255,138,56,259132.72,0.219446443648917,3851.532,1324.36038755682,845.205,687.77330450729,26,Nbclus_026,868.3366305,99.60491705,3698.485072,0.67,3,1008.838,2833.803,308.641,487.589474679389,0.544156360585698,11666.009,817.666,6348.133,1188.43747389709,1,0.584431138,0.215744654390885,3135.985,1040.022,676.572,509.037,1604.957147,4,24562.951,5547.25756319328,511.003,477.76621130929,322.671,5755.13,322.671,5755.13,9717.95,1938.802,1317.479,944.601,1587.628,944.708751471979,29044.96,2907.356,3971.006,1151.026,1699.961,792.460383942368,16421.903,2369.519,1131.527253,0.592814371,1,676.572,509.037,0.117845568188462,25794.012,2528.175,3039.71,1422.313,19,6,14652.961,7108.557,1768.942,791.829776894734,0.046390072869291,15245.654,1944.062,707.247,550.572594202436,0.936966531254992,1402.144,827.92699185462,1313.762,813.575174765994
875,624,101,77.1427248676114,36,8,14559.37,0.087179487179487,195,111.736296698969,17,51.4101157361078,27,Nbclus_027,140.5852614,15.66409597,579.9631534,#N/A,0,77,183,0,36.7695526217005,0.25938566552901,1465,120,380,94.6519941681104,0,0.5,0.276923076923077,130,67,36,43,257.87018,1,2596,923.496074707413,26,37.5099986670221,22,480,22,480,931,205,77,61,247,122.110605600005,2817,416,195,96,140,71.8679344353238,1562,402,183.6615253,0.365384615,1,36,43,0.119955572010367,2701,329,324,126,11,#N/A,1490,1206,72,65.4675492133316,0.033208355650777,1867,353,62,43.9658958739612,0.879746835443038,474,210.644249862179,417,203.182184258364
3363.514,2109.021,1605.414,393.15924004791,42,109,737428.97,0.664615786917703,1606.14,382.814512734507,1067.466,319.046389549599,28,Nbclus_028,803.3796838,81.81159335,2783.220243,0,0,1.144,85.017,1.21,74.2824478569156,0.231348241550838,1834.827,173.153,424.484,155.064788740896,0,0.404475043,0.863103271661418,1380.369,441.402,1191.401,459.14,1452.994224,0,3133.709,1004.1644630637,297.042,166.920449198588,0.657,2311.7,0.657,2311.7,4968.268,702.875,2.354,28.339,16.963,56.0518377497322,5039.019,722.769,1608.268,462.34,694.945,275.289729072481,51.434,91.149,1060.501834,0.356282272,#N/A,1191.401,459.14,0.475250720066599,5025.924,721.716,2388.574,875.639,14,1,50.447,273.447,0.987,71.5834618706816,0.196202475154053,1456.475,364.851,285.764,184.55576465227,0.481098874483022,272.497,143.694747980836,131.098,101.970047595369
1346.644,1551.141,1044.81,264.038219536491,7,5,33725.19,0.609442060085837,1040.345,272.343040098329,634.03,216.491270209678,29,Nbclus_029,254.662576,23.14835968,826.4515557,0,0,0,34.827,0,32.8352104911785,0.430789133247089,690.289,60.724,297.369,87.3589544923702,0,0.451104101,0.581286549707602,763.515,331.303,443.821,267.007,442.0540591,0,1311.817,399.361740781462,62.51,68.2195892980894,5.358,1991.39,5.358,1991.39,2391.454,517.047,0,11.609,32.148,41.8568447568614,2424.495,516.154,1050.168,398.278,83.049,55.6962890146193,0.893,2.679,306.8076243,0.406940063,#N/A,443.821,267.007,0.428782833888272,2413.779,518.833,1034.987,568.841,3,#N/A,0.893,8.037,0,32.8352104911785,0.195758564437194,547.409,86.621,107.16,79.3112710275154,0.3,89.3,80.9582196629842,26.79,41.5796757082111
4241.117,2795.172,1619.468,466.891767297387,38,36,19188.14,0.481690050694628,1624.827,464.251186663976,782.663,327.415107535174,30,Nbclus_030,1085.052769,98.62930063,3521.300864,0.8313,0,26.794,170.208,5.359,79.3040648737405,0.253951134261793,2676.763,251.684,679.767,218.136178387978,0,0.485996705,0.916253196442884,1257.648,477.698,1152.324,472.065,1883.480441,1,4146.232,1338.16370079486,183.947,148.840787496935,0,2511.485,0,2511.485,5855.226,934.054,32.153,56.736,36.842,66.7531640623501,5955.239,928.13,1625.06,502.297,489.242,270.696112485783,31.018,40.024,1307.229619,0.457990115,1,1152.324,472.065,0.366501696283768,5900.251,913.684,2162.452,792.767,31,#N/A,30.785,120.072,0.233,75.4062276527158,0.190213457196532,1856.672,431.651,353.164,180.740816303229,0.496710776857274,459.531,232.840506019162,228.254,156.332026339266
8648.312,6306.387,3956.874,1078.54705242526,90,251,1599503.61,0.452738538014335,4054.773,1104.29122743702,1835.752,750.058724235387,31,Nbclus_031,1851.865425,168.3311604,6009.823216,0.59395,0,306.33,1332.465,86.434,231.922213118223,0.381151809919115,4691.729,455.336,1788.261,529.602870308174,1,0.41918429,0.730067073148223,2979.881,1166.919,2175.513,1062.451,3214.546248,1,8544.383,3087.93832275193,501.814,344.907181160655,12.642,6123.45,12.642,6123.45,12486.298,2109.411,392.764,444.155,75.84,159.380975448344,13102.685,2114.682,4056.488,1224.69,799.609,476.141423396488,147.783,161.617,2231.055857,0.394259819,3,2175.513,1062.451,0.319154693955984,12963.021,2081.647,4137.209,1622.531,59,5,147.245,484.851,0.538,165.983776376153,0.17457836417027,3759.939,926.743,656.404,380.883751924662,0.515898644045026,833.656,455.96595073965,430.082,348.99222772565
9053.205,4601.622,3126.409,811.675212242113,84,54,390997.87,0.33826969383687,3082.703,845.100179985576,1042.785,523.079292489037,32,Nbclus_032,1981.486725,180.7363471,6442.959713,0.86,1,176.835,632.133,20.282,164.358031720407,0.359874303074634,5452.162,369.671,1962.093,488.293982012549,1,0.454148472,0.691436189224129,2330.633,823.346,1611.484,670.506,3443.692298,0,9008.37,2222.50398914828,244.479,227.575561040794,-17.022,4573.205,-17.022,4573.205,12043.213,1543.037,197.117,210.711,83.928,147.370180144355,12382.844,1537.112,3129.995,914.641,1015.233,487.620797050984,58.586,101.336,2393.784698,0.431441048,1,1611.484,670.506,0.243466607736727,12335.552,1527.638,3003.295,1225.176,13,1,58.26,304.008,0.326,155.786874059245,0.199709065919852,4522.674,822.925,903.219,428.804452202259,0.549786706089451,744.747,397.145851012054,409.452,294.521826563773
11351.115,7515.906,4662.604,1254.77264301464,101,139,707196.76,0.380371140292422,4773.451,1334.26115255935,1815.683,849.62704745982,33,Nbclus_033,2726.715986,247.853467,8848.9589,0.4819,0,187.16,788.394,48.207,255.138561647308,0.404916990219644,6567.961,705.07,2659.479,763.063222323822,1,0.505580357,0.705771304120493,3702.664,1378.422,2613.234,1245.659,4733.148814,1,11332.212,3674.24652679226,428.519,364.576790071553,75,7151.355,75,7151.355,15951.966,2504.69,235.367,262.798,203.132,369.537942616715,16568.771,2493.672,4808.04,1430.271,1327.63,714.392104572528,178.306,219.604,3285.041983,0.436383929,2,2613.234,1245.659,0.262455384402085,16473.779,2474.948,4323.632,1933.325,37,#N/A,156.077,658.812,22.229,252.273788889181,0.203008933687117,5941.108,1191.039,1206.098,579.826225385658,0.52981781690509,1166.903,617.802335763922,618.246,470.415471780867
12492.331,5834.562,2607.387,889.679486156834,89,172,818781.36,0.218512588188361,2744.835,947.294388681499,599.781,463.614699759551,34,Nbclus_034,2894.365136,289.5600162,9923.313723,0,1,94.281,606.585,44.718,215.211009518665,0.486184242366912,7273.072,578.041,3536.053,734.179398651706,2,0.485106383,0.588036455239174,1954.287,873.9,1149.192,717.008,5200.254456,0,12772.116,3179.6394705092,401.499,358.571491837124,73.096,5218.775,73.096,5218.775,15069.119,1946.691,138.999,202.195,354.192,413.427125374328,15932.336,1945.282,2758.721,1043.755,867.687,576.393880692343,370.026,270.56,3766.041738,0.46212766,2,1149.192,717.008,0.184019787825638,15878.45,1939.282,2921.949,1281.172,28,9,336.506,811.68,33.52,197.338654330597,0.156323227815349,6292.008,1148.441,983.587,505.432558295638,0.596454702355288,772.347,465.149076919097,460.67,386.268699756609
4075.276,1974.21,714.448,285.954514300964,71,10,147798.24,0.198455930137533,717.066,293.381829542007,142.306,140.871964252282,35,Nbclus_035,1098.226878,111.8371457,3804.685802,0,1,231.6,500.388,0,54.4924769853601,0.410690341400357,2822.024,194.474,1158.978,270.525402012429,0,0.521052632,0.717733950404494,545.372,258.412,391.432,219.304,1986.255492,0,4485.87,1017.19179510061,122.232,144.253144724054,2.926,1525.34,2.926,1525.34,4749.724,636.07,231.6,166.796,122.918,127.769717218185,5325.63,624.968,717.528,305.068,164.55,144.495537793091,221.388,142.18,1449.71505,0.534210526,1,391.432,219.304,0.146000276423204,5325.168,624.968,777.476,436.188,2,#N/A,221.234,426.54,0.154,54.1824352182889,0.21722606996981,2759.19,386.58,599.368,263.990806903912,0.500974398466108,254.516,175.828213108729,127.506,113.786805329505
5447.242,3295.653,2540.088,532.711252075936,46,100,389770.62,0.578135088233164,2540.088,529.606601424386,1468.514,405.782880077744,36,Nbclus_036,1002.203755,102.0586999,3472.024293,0,0,17,90.507,0,74.017109427483,0.153601446667958,2709.675,225.365,416.21,163.369879158668,0,0.386083053,0.810605320267791,2322.853,626.536,1882.917,591.666,1812.587867,0,4980.695,1890.79224895809,576.366,285.529216726268,0.013,3071.9,0.013,3071.9,7987.33,1098.551,17,30.169,20.169,66.2140890943945,8097.175,1091.811,2540.114,614.38,715.809,294.588925582485,72.676,85.027,1322.959669,0.347923681,#N/A,1882.917,591.666,0.49711148518885,7472.006,1012.798,3714.42,1048.643,6,#N/A,72.663,255.081,0.013,73.9869925060017,0.241649400446433,1922.347,386.327,464.534,253.385572839824,0.60977139140066,511.923,216.153968323888,312.156,168.06557991967
5045.244,3403.326,2941.498,663.361953898183,82,9,521497.4,0.569466746619124,2981.772,668.854032314059,1698.02,502.163145811576,37,Nbclus_037,1201.669526,122.3711535,4163.05144,0.7576,0,86.856,607.476,86.79,136.008502519419,0.169679274515127,2895.498,243.482,491.306,190.054571101559,0,0.417511521,0.775737345085209,2412.778,745.062,1871.682,664.194,2173.342088,1,4965.596,1523.5136115178,154.592,144.959517548263,-37.67,4111.4,-37.67,4111.4,7888.402,1127.574,173.646,202.492,32.868,103.684658533742,8110.806,1128.42,2990.618,822.28,959.246,367.119816351125,15.89,37.824,1586.26458,0.373271889,1,1871.682,664.194,0.394464417375668,8097.07,1125.486,3194.006,1063.718,21,1,15.89,113.472,0,109.499727707424,0.139575425729983,2362.178,467.822,329.702,167.14602299196,0.669052115335832,709.58,333.104966924266,474.746,279.354170325417
8136.54,4600.635,4463.814,1005.52953390083,90,212,488781,0.475069782409574,4468.533,1021.84974628641,2122.865,693.481727829027,38,Nbclus_038,1629.859197,166.5982959,5711.574027,0,1,59.41,562.143,75.229,169.552023075372,0.195036202747449,4642.051,303.667,905.368,352.015818372073,1,0.415428167,0.831167285980798,3597.259,830.399,2989.924,864.161,2949.888321,1,7943.554,1952.86996814944,444.252,282.866484622039,-44.229,4954.095,-44.229,4954.095,12534.603,1522.848,134.639,187.381,133.419,211.790033849026,12882.62,1509.487,4494.814,990.819,1365.49,608.309813810282,79.959,104.606,2162.738152,0.370134466,1,2989.924,864.161,0.383749364614402,12746.197,1488.265,4891.345,1465.516,13,1,79.959,313.818,0,133.326397806286,0.265895676376026,3605.147,728.046,958.593,411.071937239409,0.56145097158558,757.01,349.381223471446,425.024,265.143874499277
20069.63,14015.232,8403.179,2471.86663400159,198,626,3803748.71,0.557032708163126,8375.799,2461.23268931289,4665.594,1935.23338881875,39,Nbclus_039,4658.857851,483.7777447,17117.22045,0.2378,0,208.918,1525.149,140.771,452.628796804807,0.244305422008726,11216.415,1102.223,2740.231,902.076513411352,1,0.418392418,0.801530356202006,6711.248,2501.265,5379.269,2423.23,8457.859386,0,19701.071,6686.75109632324,1064.564,786.203720112144,4.037,14383.535,4.037,14383.535,28217.56,4692.441,349.689,508.383,353.801,518.75894396442,29332.622,4718.566,8566.987,2876.707,2806.149,1449.61681429476,411.572,408.421,6318.6411,0.380835381,4,5379.269,2423.23,0.386954846269285,28726.53,4624.733,11115.87,4546.019,46,5,392.572,1225.263,19,387.696618874836,0.230413534430169,9215.726,1946.053,2123.428,999.044076478837,0.539166665362103,2555.132,1285.45554801322,1377.642,952.734098586533
241.516,128.865,20.207,15.0692372069724,#N/A,#N/A,#N/A,0.210242587601078,44.891,19.7515590777032,9.438,9.38588818386412,40,Nbclus_040,18.33746704,2.239489509,51.45556484,#N/A,#N/A,54.087,105.996,19.36,11.9379853409191,0.488095238095238,132.132,11.011,64.493,14.5371315602494,#N/A,#N/A,0.46078431372549,37.026,18.513,17.061,12.463,37.86054618,#N/A,334.807,113.636974616539,15.004,11.2302081013666,0,113.135,0,113.135,256.036,43.318,73.447,35.332,9.68,6.76194077170157,394.702,61.105,44.891,22.627,10.527,7.14310051728239,55.539,21.659,28.45469024,#N/A,#N/A,17.061,12.463,0.173545331529093,357.676,56.628,62.073,36.905,#N/A,1,50.215,64.977,5.324,4.96395034221738,0.104750304506699,198.682,37.873,20.812,12.3164686903349,0.737662337662338,46.585,20.1322329362642,34.364,18.4158660942134
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41,Nbclus_041,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
0.201,0.495,0,0.110308657865101,#N/A,#N/A,#N/A,0,0.816,0.316098086042924,0,0.135099962990372,42,Nbclus_042,0.0090081041,0.0047368928,0.0243664916,#N/A,#N/A,0.417,1.332,0.252,0.175775424903483,0.735294117647059,1.836,0.153,1.35,0.229789033680896,#N/A,#N/A,0.040358744394619,0.669,0.297,0.027,0.042,0.0249230219,#N/A,3.726,0.85194189942742,0,0.078,0.039,1.17,0.039,1.17,0.201,0.165,0.669,0.444,0.378,0.223776674387658,4.542,0.429,0.816,0.234,0.078,0.084852813742386,3.294,0.492,0.0152483642,#N/A,#N/A,0.027,0.042,0.07001321003963,4.542,0.429,0.318,0.183,#N/A,#N/A,2.769,1.476,0.525,0.241793300155319,0.015873015873016,2.268,0.387,0.036,0.069065186599328,1,0.147,0.133828248139173,0.147,0.133828248139173
13.23,7.875,10.115,2.02429543298403,#N/A,#N/A,#N/A,0.427677329624478,10.066,2.15201905196028,4.305,1.53175291741194,43,Nbclus_043,3.002797574,0.3059189887,10.41658284,#N/A,#N/A,0.112,0.504,0,0.257386868351903,0.261578044596913,8.162,0.798,2.135,0.892026344902436,#N/A,#N/A,0.872102318145484,8.757,1.484,7.637,1.897,5.431313277,#N/A,13.573,4.03833876736462,0.644,0.542488709559932,0,7.98,0,7.98,23.345,2.625,0.112,0.168,0.588,0.609120677698598,24.332,2.555,10.115,1.596,1.841,1.07765903698712,0.287,0.273,3.96621404,#N/A,#N/A,7.637,1.897,0.390025944076103,24.283,2.548,9.471,3.731,#N/A,#N/A,0.287,0.819,0,0.257386868351903,0.27448869752422,6.503,1.645,1.785,0.849195501636696,0.358490566037736,0.742,0.495172697147167,0.266,0.308318017637633
613.6,777.258,272.892,145.835385391243,#N/A,#N/A,#N/A,0.056847759819253,1059.602,230.752668786487,60.236,54.9936634177297,44,Nbclus_044,394.6516968,40.980797,1449.999187,#N/A,#N/A,257.56,486.204,158,84.8143064818594,0.087927671172231,867.372,102.312,76.266,42.1518328371736,#N/A,#N/A,0.136127317121407,1051.736,222.852,143.17,81.712,716.4649932,#N/A,2418.802,1268.82994101653,28.54,46.6971709854315,95.192,1129.39,95.192,1129.39,867.492,259.086,415.56,162.068,245.192,187.930646827448,3524.426,683.392,1077.084,225.878,571.52,141.801306209836,1996.182,474.7,535.2518819,#N/A,#N/A,143.17,81.712,0.051162141616385,2722.99,385.454,139.314,84.734,#N/A,1,1445.182,1424.1,551,131.101145513174,0.069044993804687,1465.624,357.256,101.194,70.7597945810972,0.810670066336784,185.116,130.248421456533,150.068,121.664314191785
0.345,39.666,0,36.8798612795656,#N/A,#N/A,#N/A,0,0.975,64.0327752173395,0,45.1684209597812,45,Nbclus_045,0.5909574077,0.0711986028,2.65603482,#N/A,#N/A,0.399,39.846,0.105,36.910488777459,0.407824933687003,4.524,13.324,1.845,26.3915086205947,#N/A,#N/A,0.080906148867314,0.927,13.315,0.075,13.087,1.106854587,#N/A,7.836,30.9203479928671,0,26.078,0.312,66.485,0.312,66.485,0.345,13.222,0.504,13.282,0.744,29.5540960321552,8.811,13.954,0.975,13.297,0.369,18.5563805066031,7.218,13.786,0.7666409122,#N/A,#N/A,0.075,13.087,0.07684098185699,8.433,13.933,0.648,13.417,#N/A,#N/A,6.66,41.358,0.558,36.9773120980186,0.045478306325144,5.739,13.879,0.261,18.6190838011274,0.957264957264957,0.351,32.0717413482993,0.336,32.0531951575819
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,46,Nbclus_046,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
