gis_id,NAME,population_total_val,children_u18_in_poverty_2007,children_u18_in_poverty_2010,children_u18_in_poverty_2014,children_u18_in_poverty_delta_07_14,children_u18_in_poverty_delta_10_14
E01008571,North Tyneside 028D,13057.00,10,5,10,0,1
E01008572,North Tyneside 029A,15482.00,10,15,15,0.5,0
E01008573,North Tyneside 029B,5812.00,15,10,5,-0.666666667,-0.5
E01008574,North Tyneside 029C,16667.00,5,10,10,1,0
E01008575,North Tyneside 030E,15549.00,10,5,10,0,1
E01008576,North Tyneside 029D,16081.00,35,20,15,-0.571428571,-0.25
E01008577,North Tyneside 004A,19089.00,5,5,5,0,0
E01008578,North Tyneside 002D,8702.00,5,15,5,0,-0.666666667
E01008579,North Tyneside 004B,10814.00,0,0,5,0,0
E01008580,North Tyneside 004C,12744.00,5,10,5,0,-0.5
E01008581,North Tyneside 004D,11552.00,0,0,0,0,0
E01008582,North Tyneside 004E,13180.00,10,5,5,-0.5,0
E01008583,North Tyneside 002E,19725.00,10,5,10,0,1
E01008584,North Tyneside 006A,13241.00,0,5,5,0,0
E01008585,North Tyneside 006B,12424.00,5,10,5,0,-0.5
E01008586,North Tyneside 009E,14563.00,5,5,5,0,0
E01008587,North Tyneside 006C,16555.00,5,5,5,0,0
E01008588,North Tyneside 006D,12371.00,10,0,10,0,0
E01008589,North Tyneside 006E,14432.00,0,0,0,0,0
E01008590,South Tyneside 011A,17967.00,5,10,5,0,-0.5
E01008591,South Tyneside 011B,7627.00,5,5,15,2,2
E01008592,South Tyneside 011C,14859.00,5,15,10,1,-0.333333333
E01008593,South Tyneside 016A,9069.00,15,15,15,0,0
E01008594,South Tyneside 011D,11034.00,5,5,20,3,3
E01008595,South Tyneside 001A,15397.00,5,5,10,1,1
E01008596,South Tyneside 001B,12863.00,40,30,20,-0.5,-0.333333333
E01008597,South Tyneside 001C,15955.00,10,5,10,0,1
E01008598,South Tyneside 001D,18831.00,15,5,10,-0.333333333,1
E01008599,South Tyneside 001E,18682.00,0,10,15,0,0.5
E01008600,South Tyneside 007A,16503.00,5,10,15,2,0.5
E01008601,South Tyneside 012A,15653.00,10,20,5,-0.5,-0.75
E01008602,South Tyneside 014A,15755.00,15,10,15,0,0.5
E01008603,South Tyneside 014B,12680.00,10,10,0,-1,-1
E01008604,South Tyneside 007B,16290.00,20,10,10,-0.5,0
E01008605,South Tyneside 016B,19996.00,0,0,5,0,0
E01008606,South Tyneside 016C,10926.00,20,5,15,-0.25,2
E01008607,South Tyneside 016D,10267.00,15,15,15,0,0
E01008608,South Tyneside 014C,17578.00,25,20,10,-0.6,-0.5
E01008609,South Tyneside 016E,13430.00,25,20,20,-0.2,0
E01008610,South Tyneside 021A,5155.00,15,15,10,-0.333333333,-0.333333333
E01008611,South Tyneside 021B,16855.00,5,0,0,-1,0
E01008612,South Tyneside 021C,9868.00,5,5,5,0,0
E01008613,South Tyneside 021D,19924.00,5,10,10,1,0
E01008614,South Tyneside 023A,19931.00,5,5,5,0,0
E01008615,South Tyneside 023B,11515.00,5,10,5,0,-0.5
E01008616,South Tyneside 022A,6848.00,5,5,10,1,1
E01008617,South Tyneside 023C,8334.00,5,5,5,0,0
E01008618,South Tyneside 022B,9772.00,0,0,0,0,0
E01008619,South Tyneside 022C,17116.00,0,5,10,0,1
E01008620,South Tyneside 023D,14440.00,0,0,0,0,0
E01008621,South Tyneside 022D,14630.00,0,5,0,0,-1
E01008622,South Tyneside 013A,14005.00,10,5,5,-0.5,0
E01008624,South Tyneside 018A,15425.00,10,5,5,-0.5,0
E01008625,South Tyneside 013C,18389.00,10,15,15,0.5,0
E01008627,South Tyneside 020A,5479.00,0,0,5,0,0
E01008628,South Tyneside 020B,16677.00,10,15,20,1,0.333333333
E01008629,South Tyneside 020C,11495.00,5,5,0,-1,-1
E01008630,South Tyneside 020D,5183.00,20,20,20,0,0
E01008631,South Tyneside 017A,10225.00,10,5,5,-0.5,0
E01008632,South Tyneside 017B,12637.00,10,0,10,0,0
E01008633,South Tyneside 008A,15513.00,15,10,20,0.333333333,1
E01008634,South Tyneside 008B,11448.00,15,5,10,-0.333333333,1
E01008635,South Tyneside 006A,18481.00,0,5,5,0,0
E01008636,South Tyneside 008C,19576.00,5,5,10,1,1
E01008637,South Tyneside 008D,9971.00,0,5,5,0,0
E01008638,South Tyneside 010A,16419.00,5,0,0,-1,0
E01008639,South Tyneside 009A,9956.00,10,15,15,0.5,0
E01008640,South Tyneside 010B,10205.00,15,10,10,-0.333333333,0
E01008641,South Tyneside 010C,15244.00,10,5,10,0,1
E01008642,South Tyneside 010D,17599.00,0,5,0,0,-1
E01008643,South Tyneside 015A,15916.00,5,5,0,-1,-1
E01008644,South Tyneside 015B,8463.00,5,5,5,0,0
E01008645,South Tyneside 015C,5956.00,10,15,10,0,-0.333333333
E01008646,South Tyneside 015D,5573.00,0,0,0,0,0
E01008647,South Tyneside 004A,10645.00,5,5,5,0,0
E01008648,South Tyneside 004B,15900.00,5,5,5,0,0
E01008649,South Tyneside 004C,13298.00,5,15,5,0,-0.666666667
E01008650,South Tyneside 006B,19183.00,0,10,10,0,0
E01008651,South Tyneside 004D,9888.00,15,45,30,1,-0.333333333
E01008652,South Tyneside 009B,18233.00,10,0,10,0,0
E01008653,South Tyneside 009C,19882.00,10,5,15,0.5,2
E01008654,South Tyneside 009D,13075.00,10,5,10,0,1
E01008655,South Tyneside 009E,14806.00,10,10,5,-0.5,-0.5
E01008656,South Tyneside 015E,16240.00,15,5,0,-1,-1
E01008657,South Tyneside 009F,15901.00,5,5,5,0,0
E01008658,South Tyneside 015F,13396.00,15,25,25,0.666666667,0
E01008659,South Tyneside 017C,11025.00,5,5,10,1,1
E01008660,South Tyneside 007C,14895.00,5,5,0,-1,-1
E01008661,South Tyneside 007D,14466.00,10,10,5,-0.5,-0.5
E01008662,South Tyneside 017D,5306.00,20,10,5,-0.75,-0.5
E01008663,South Tyneside 017E,7920.00,10,10,10,0,0
E01008664,South Tyneside 002A,8624.00,10,15,10,0,-0.333333333
E01008665,South Tyneside 002B,16550.00,10,15,0,-1,-1
E01008666,South Tyneside 002C,6033.00,10,15,20,1,0.333333333
E01008667,South Tyneside 002D,6389.00,10,5,10,0,1
E01008668,South Tyneside 002E,10745.00,5,15,15,2,0
E01008669,South Tyneside 012B,17402.00,20,10,20,0,1
E01008670,South Tyneside 014D,6808.00,15,15,10,-0.333333333,-0.333333333
E01008671,South Tyneside 012C,14420.00,15,5,10,-0.333333333,1
E01008672,South Tyneside 012D,10309.00,15,10,5,-0.666666667,-0.5
E01008673,South Tyneside 003A,15307.00,0,5,0,0,-1
E01008674,South Tyneside 006C,12370.00,5,5,5,0,0
E01008675,South Tyneside 003B,9779.00,10,5,5,-0.5,0
E01008676,South Tyneside 003C,12070.00,5,0,5,0,0
E01008677,South Tyneside 003D,17359.00,5,5,0,-1,-1
E01008678,South Tyneside 003E,12213.00,15,5,10,-0.333333333,1
E01008679,South Tyneside 005A,16737.00,5,0,10,1,0
E01008680,South Tyneside 005B,16269.00,5,5,5,0,0
E01008681,South Tyneside 006D,9207.00,0,0,0,0,0
E01008682,South Tyneside 005C,13165.00,5,20,20,3,0
E01008683,South Tyneside 005D,8900.00,5,5,5,0,0
E01008684,South Tyneside 018B,11787.00,10,5,10,0,1
E01008685,South Tyneside 018C,6027.00,0,5,5,0,0
E01008686,South Tyneside 018D,15171.00,5,10,10,1,0
E01008687,South Tyneside 018E,7287.00,5,0,0,-1,0
E01008688,South Tyneside 019A,11216.00,20,15,5,-0.75,-0.666666667
E01008689,South Tyneside 019B,15769.00,15,10,15,0,0.5
E01008690,South Tyneside 019C,8001.00,10,10,5,-0.5,-0.5
E01008691,South Tyneside 019D,9318.00,0,5,0,0,-1
E01008692,South Tyneside 019E,8284.00,15,15,5,-0.666666667,-0.666666667
E01008693,Sunderland 008A,13710.00,10,5,10,0,1
E01008694,Sunderland 008B,8718.00,10,5,10,0,1
E01008695,Sunderland 008C,12980.00,15,15,5,-0.666666667,-0.666666667
E01008696,Sunderland 008D,5360.00,5,0,10,1,0
E01008697,Sunderland 008E,13949.00,10,5,5,-0.5,0
E01008698,Sunderland 003A,18424.00,10,10,10,0,0
E01008699,Sunderland 008F,5533.00,10,10,10,0,0
E01008700,Sunderland 013A,10565.00,5,5,10,1,1
E01008701,Sunderland 011A,6414.00,25,20,10,-0.6,-0.5
E01008702,Sunderland 016A,6616.00,10,25,20,1,-0.2
E01008703,Sunderland 013B,19166.00,0,10,10,0,0
E01008704,Sunderland 011B,17073.00,5,5,15,2,2
E01008705,Sunderland 013C,14217.00,10,10,5,-0.5,-0.5
E01008706,Sunderland 011C,7807.00,15,15,10,-0.333333333,-0.333333333
E01008707,Sunderland 011D,11360.00,15,15,5,-0.666666667,-0.666666667
E01008708,Sunderland 005A,9367.00,10,20,5,-0.5,-0.75
E01008709,Sunderland 005B,5973.00,20,15,10,-0.5,-0.333333333
E01008711,Sunderland 005D,15888.00,10,5,5,-0.5,0
E01008712,Sunderland 004A,10344.00,10,20,10,0,-0.5
E01008713,Sunderland 001A,11217.00,0,0,0,0,0
E01008714,Sunderland 034A,19195.00,15,25,20,0.333333333,-0.2
E01008715,Sunderland 034B,6063.00,15,15,15,0,0
E01008716,Sunderland 034C,5645.00,5,0,0,-1,0
E01008717,Sunderland 034D,19291.00,25,10,10,-0.6,0
E01008718,Sunderland 035A,18224.00,20,10,10,-0.5,0
E01008719,Sunderland 035B,10312.00,10,10,10,0,0
E01008720,Sunderland 032A,8019.00,10,15,20,1,0.333333333
E01008721,Sunderland 032B,17258.00,10,5,5,-0.5,0
E01008722,Sunderland 001B,15417.00,0,5,5,0,0
E01008723,Sunderland 002A,13668.00,5,5,0,-1,-1
E01008724,Sunderland 001C,12589.00,0,5,0,0,-1
E01008725,Sunderland 002B,6462.00,0,0,5,0,0
E01008726,Sunderland 001D,12016.00,5,5,0,-1,-1
E01008727,Sunderland 002C,12639.00,5,5,5,0,0
E01008728,Sunderland 002D,12726.00,0,5,5,0,0
E01008729,Sunderland 021A,8284.00,5,15,10,1,-0.333333333
E01008730,Sunderland 021B,16014.00,20,20,30,0.5,0.5
E01008731,Sunderland 021C,19681.00,20,15,20,0,0.333333333
E01008732,Sunderland 021D,8931.00,15,5,15,0,2
E01008733,Sunderland 021E,17087.00,5,10,10,1,0
E01008734,Sunderland 021F,12310.00,10,5,0,-1,-1
E01008735,Sunderland 016B,10601.00,10,15,25,1.5,0.666666667
E01008736,Sunderland 016C,10118.00,20,15,10,-0.5,-0.333333333
E01008737,Sunderland 016D,10721.00,10,15,10,0,-0.333333333
E01008738,Sunderland 016E,17906.00,10,20,10,0,-0.5
E01008739,Sunderland 024A,18568.00,15,10,5,-0.666666667,-0.5
E01008740,Sunderland 022A,11069.00,0,5,5,0,0
E01008741,Sunderland 024B,17953.00,10,10,5,-0.5,-0.5
E01008742,Sunderland 035C,10937.00,5,10,10,1,0
E01008743,Sunderland 036A,13771.00,35,30,25,-0.285714286,-0.166666667
E01008744,Sunderland 036B,15136.00,15,15,15,0,0
E01008745,Sunderland 036C,14040.00,5,5,10,1,1
E01008746,Sunderland 036D,9020.00,30,20,25,-0.166666667,0.25
E01008747,Sunderland 035D,19766.00,5,10,5,0,-0.5
E01008748,Sunderland 035E,7231.00,5,5,5,0,0
E01008749,Sunderland 034E,12933.00,0,5,0,0,-1
E01008750,Sunderland 033A,7462.00,10,10,25,1.5,1.5
E01008751,Sunderland 033B,13880.00,10,0,5,-0.5,0
E01008752,Sunderland 033C,17983.00,20,15,15,-0.25,0
E01008753,Sunderland 033D,7400.00,5,10,5,0,-0.5
E01008754,Sunderland 034F,9997.00,5,10,5,0,-0.5
E01008755,Sunderland 033E,15577.00,10,25,5,-0.5,-0.8
E01008756,Sunderland 012A,12299.00,20,10,15,-0.25,0.5
E01008757,Sunderland 015A,8172.00,10,10,5,-0.5,-0.5
E01008758,Sunderland 015B,11275.00,5,10,5,0,-0.5
E01008759,Sunderland 015C,18220.00,5,10,10,1,0
E01008760,Sunderland 018A,13482.00,5,10,5,0,-0.5
E01008761,Sunderland 015D,13909.00,5,0,0,-1,0
E01008762,Sunderland 012B,18695.00,10,20,10,0,-0.5
E01008763,Sunderland 028A,5121.00,10,15,20,1,0.333333333
E01008764,Sunderland 028B,12432.00,0,5,10,0,1
E01008765,Sunderland 031A,18934.00,0,5,5,0,0
E01008766,Sunderland 028C,10513.00,15,10,5,-0.666666667,-0.5
E01008767,Sunderland 031B,18511.00,5,10,5,0,-0.5
E01008768,Sunderland 028D,17466.00,5,10,5,0,-0.5
E01008769,Sunderland 028E,7821.00,15,15,20,0.333333333,0.333333333
E01008770,Sunderland 031C,15212.00,5,5,0,-1,-1
E01008771,Sunderland 031D,19803.00,0,10,5,0,-0.5
E01008772,Sunderland 029A,7776.00,0,5,5,0,0
E01008773,Sunderland 026A,15211.00,10,10,10,0,0
E01008774,Sunderland 029B,13233.00,5,5,5,0,0
E01008775,Sunderland 029C,18543.00,0,5,5,0,0
E01008776,Sunderland 026B,14528.00,20,5,10,-0.5,1
E01008777,Sunderland 026C,7321.00,0,10,0,0,-1
E01008778,Sunderland 026D,10597.00,10,15,20,1,0.333333333
E01008779,Sunderland 024C,9795.00,5,5,0,-1,-1
E01008780,Sunderland 024D,12847.00,20,5,10,-0.5,1
E01008781,Sunderland 022B,10630.00,5,10,10,1,0
E01008782,Sunderland 022C,10312.00,0,0,0,0,0
E01008783,Sunderland 022D,16676.00,0,0,5,0,0
E01008784,Sunderland 022E,10653.00,0,0,0,0,0
E01008785,Sunderland 022F,14300.00,5,0,0,-1,0
E01008786,Sunderland 006A,10099.00,10,5,0,-1,-1
E01008787,Sunderland 006B,11178.00,10,10,5,-0.5,-0.5
E01008788,Sunderland 006C,14560.00,10,5,10,0,1
E01008789,Sunderland 006D,16093.00,0,5,0,0,-1
E01008790,Sunderland 006E,8880.00,10,10,5,-0.5,-0.5
E01008791,Sunderland 006F,5246.00,10,10,10,0,0
E01008792,Sunderland 002E,11443.00,5,5,0,-1,-1
E01008793,Sunderland 030A,18931.00,20,25,15,-0.25,-0.4
E01008795,Sunderland 030B,11581.00,5,10,5,0,-0.5
E01008796,Sunderland 032D,19103.00,15,5,10,-0.333333333,1
E01008797,Sunderland 030C,13243.00,10,5,0,-1,-1
E01008799,Sunderland 025A,7495.00,5,5,0,-1,-1
E01008800,Sunderland 030D,19060.00,20,20,15,-0.25,-0.25
E01008801,Sunderland 030E,14232.00,0,0,0,0,0
E01008802,Sunderland 029D,18475.00,5,5,5,0,0
E01008803,Sunderland 027A,16777.00,10,15,15,0.5,0
E01008804,Sunderland 027B,16283.00,15,15,20,0.333333333,0.333333333
E01008805,Sunderland 027C,19745.00,10,5,5,-0.5,0
E01008808,Sunderland 029E,18231.00,10,10,5,-0.5,-0.5
E01008809,Sunderland 026E,15585.00,10,5,5,-0.5,0
E01008810,Sunderland 014A,14605.00,15,20,10,-0.333333333,-0.5
E01008811,Sunderland 014B,14139.00,5,5,5,0,0
E01008812,Sunderland 012C,18178.00,15,25,20,0.333333333,-0.2
E01008813,Sunderland 014C,16006.00,15,10,10,-0.333333333,0
E01008814,Sunderland 014D,8326.00,20,10,10,-0.5,0
E01008817,Sunderland 004B,15563.00,35,20,15,-0.571428571,-0.25
E01008819,Sunderland 004C,15901.00,10,20,35,2.5,0.75
E01008820,Sunderland 005F,5067.00,10,5,5,-0.5,0
E01008821,Sunderland 004D,9465.00,30,15,20,-0.333333333,0.333333333
E01008822,Sunderland 004E,13913.00,25,30,15,-0.4,-0.5
E01008823,Sunderland 023A,17401.00,5,15,5,0,-0.666666667
E01008824,Sunderland 023B,9912.00,20,20,20,0,0
E01008825,Sunderland 023C,15095.00,10,5,5,-0.5,0
E01008826,Sunderland 023D,9632.00,10,10,15,0.5,0.5
E01008827,Sunderland 023E,8413.00,25,15,10,-0.6,-0.333333333
E01008828,Sunderland 023F,8704.00,30,10,10,-0.666666667,0
E01008829,Sunderland 023G,18246.00,5,5,15,2,2
E01008830,Sunderland 018B,17131.00,15,15,5,-0.666666667,-0.666666667
E01008831,Sunderland 013D,15348.00,5,15,5,0,-0.666666667
E01008832,Sunderland 018C,19291.00,10,15,10,0,-0.333333333
E01008833,Sunderland 018D,11947.00,10,10,5,-0.5,-0.5
E01008834,Sunderland 013E,16146.00,10,20,15,0.5,-0.25
E01008835,Sunderland 022G,9752.00,10,15,10,0,-0.333333333
E01008836,Sunderland 016F,14363.00,15,25,20,0.333333333,-0.2
E01008837,Sunderland 003B,19876.00,15,15,15,0,0
E01008838,Sunderland 003C,5419.00,15,10,15,0,0.5
E01008839,Sunderland 003D,12162.00,10,15,5,-0.5,-0.666666667
E01008840,Sunderland 003E,15390.00,20,15,20,0,0.333333333
E01008841,Sunderland 003F,9804.00,15,5,10,-0.333333333,1
E01008842,Sunderland 004F,19499.00,5,0,0,-1,0
E01008843,Sunderland 019A,11201.00,5,5,0,-1,-1
E01008844,Sunderland 019B,6315.00,5,15,0,-1,-1
E01008845,Sunderland 017A,12180.00,0,0,0,0,0
E01008846,Sunderland 017B,13225.00,15,20,20,0.333333333,0
E01008847,Sunderland 017C,5092.00,20,25,20,0,-0.2
E01008848,Sunderland 019C,5241.00,5,5,0,-1,-1
E01008849,Sunderland 019D,7352.00,15,20,20,0.333333333,0
E01008850,Sunderland 017D,15839.00,10,5,5,-0.5,0
E01008851,Sunderland 017E,6583.00,5,20,15,2,-0.25
E01008852,Sunderland 019E,5014.00,0,5,0,0,-1
E01008853,Sunderland 009A,16946.00,0,10,15,0,0.5
E01008854,Sunderland 009B,5423.00,10,15,25,1.5,0.666666667
E01008855,Sunderland 007A,18103.00,5,5,0,-1,-1
E01008856,Sunderland 007B,13791.00,5,0,0,-1,0
E01008857,Sunderland 009C,6780.00,10,15,25,1.5,0.666666667
E01008858,Sunderland 009D,9573.00,25,15,15,-0.4,0
E01008859,Sunderland 009E,9111.00,30,25,20,-0.333333333,-0.2
E01008860,Sunderland 009F,16404.00,10,20,15,0.5,-0.25
E01008861,Sunderland 025B,17368.00,10,15,5,-0.5,-0.666666667
E01008862,Sunderland 025C,10654.00,5,0,0,-1,0
E01008863,Sunderland 025D,7703.00,5,5,5,0,0
E01008864,Sunderland 025E,17359.00,0,10,5,0,-0.5
E01008865,Sunderland 025F,14383.00,10,5,5,-0.5,0
E01008866,Sunderland 025G,10906.00,10,10,5,-0.5,-0.5
E01008867,Sunderland 020A,8842.00,15,20,20,0.333333333,0
E01008868,Sunderland 020B,12687.00,5,5,5,0,0
E01008869,Sunderland 020C,9923.00,5,0,5,0,0
E01008870,Sunderland 020D,11883.00,0,0,0,0,0
E01008871,Sunderland 020E,18025.00,10,5,15,0.5,2
E01008872,Sunderland 020F,14367.00,0,10,0,0,-1
E01008873,Sunderland 010A,7504.00,0,0,5,0,0
E01008874,Sunderland 010B,12486.00,10,15,30,2,1
E01008875,Sunderland 010C,8418.00,10,5,5,-0.5,0
E01008876,Sunderland 007C,9031.00,0,5,5,0,0
E01008877,Sunderland 007D,9157.00,5,5,5,0,0
E01008878,Sunderland 009G,17993.00,0,5,5,0,0
E01008879,Sunderland 010D,10333.00,5,5,5,0,0
E01008880,Sunderland 010E,19447.00,15,0,5,-0.666666667,0
E01011949,Hartlepool 009A,5301.00,10,15,15,0.5,0
E01011950,Hartlepool 008A,7271.00,15,10,10,-0.333333333,0
E01011951,Hartlepool 007A,10815.00,10,15,10,0,-0.333333333
E01011952,Hartlepool 002A,9690.00,10,20,10,0,-0.5
E01011953,Hartlepool 002B,15712.00,25,45,15,-0.4,-0.666666667
E01011954,Hartlepool 001A,5200.00,15,25,30,1,0.2
E01011955,Hartlepool 003A,14518.00,15,10,20,0.333333333,1
E01011957,Hartlepool 003C,15533.00,10,20,5,-0.5,-0.75
E01011959,Hartlepool 014A,8263.00,0,5,0,0,-1
E01011960,Hartlepool 014B,9118.00,0,0,0,0,0
E01011961,Hartlepool 012A,16651.00,20,15,10,-0.5,-0.333333333
E01011962,Hartlepool 012B,11768.00,20,25,25,0.25,0
E01011963,Hartlepool 014C,12701.00,5,5,0,-1,-1
E01011964,Hartlepool 007B,9952.00,10,10,25,1.5,1.5
E01011965,Hartlepool 006A,13468.00,10,5,0,-1,-1
E01011966,Hartlepool 006B,5142.00,5,5,0,-1,-1
E01011967,Hartlepool 007C,16323.00,5,0,15,2,0
E01011968,Hartlepool 014D,8663.00,10,15,10,0,-0.333333333
E01011969,Hartlepool 001B,9045.00,5,10,5,0,-0.5
E01011970,Hartlepool 001C,5352.00,5,5,5,0,0
E01011971,Hartlepool 001D,14283.00,0,0,5,0,0
E01011973,Hartlepool 005A,14155.00,20,10,5,-0.75,-0.5
E01011974,Hartlepool 005B,18553.00,15,25,20,0.333333333,-0.2
E01011975,Hartlepool 005C,7381.00,5,15,5,0,-0.666666667
E01011976,Hartlepool 005D,13437.00,10,20,15,0.5,-0.25
E01011977,Hartlepool 012C,13112.00,25,30,25,0,-0.166666667
E01011978,Hartlepool 012D,7902.00,20,20,20,0,0
E01011979,Hartlepool 012E,13367.00,15,15,15,0,0
E01011980,Hartlepool 009B,12540.00,10,15,10,0,-0.333333333
E01011981,Hartlepool 009C,17565.00,20,20,20,0,0
E01011982,Hartlepool 014E,16637.00,5,0,0,-1,0
E01011983,Hartlepool 006C,8729.00,0,0,0,0,0
E01011984,Hartlepool 009D,11607.00,0,0,0,0,0
E01011985,Hartlepool 010A,13775.00,0,0,5,0,0
E01011986,Hartlepool 008B,18560.00,10,10,10,0,0
E01011987,Hartlepool 008C,9136.00,5,5,10,1,1
E01011988,Hartlepool 010B,16642.00,10,10,10,0,0
E01011989,Hartlepool 010C,6835.00,25,25,10,-0.6,-0.6
E01011990,Hartlepool 010D,5327.00,10,15,15,0.5,0
E01011991,Hartlepool 002C,10410.00,15,10,15,0,0.5
E01011992,Hartlepool 002D,19837.00,10,10,15,0.5,0.5
E01011993,Hartlepool 002E,6883.00,20,30,25,0.25,-0.166666667
E01011994,Hartlepool 002F,9935.00,10,25,10,0,-0.6
E01011995,Hartlepool 011A,15788.00,0,0,0,0,0
E01011996,Hartlepool 011B,17141.00,10,5,10,0,1
E01011997,Hartlepool 011C,5901.00,5,15,5,0,-0.666666667
E01011998,Hartlepool 011D,5409.00,5,10,5,0,-0.5
E01011999,Hartlepool 007D,7545.00,30,40,25,-0.166666667,-0.375
E01012000,Hartlepool 007E,7316.00,15,10,5,-0.666666667,-0.5
E01012001,Hartlepool 008D,19775.00,20,15,5,-0.75,-0.666666667
E01012002,Hartlepool 006D,18238.00,5,5,10,1,1
E01012003,Hartlepool 014F,11738.00,0,0,0,0,0
E01012005,Hartlepool 014G,12634.00,0,5,5,0,0
E01012304,Darlington 012A,10321.00,10,15,15,0.5,0
E01012305,Darlington 012B,8806.00,10,5,0,-1,-1
E01012306,Darlington 012C,17041.00,20,10,10,-0.5,0
E01012307,Darlington 009A,8633.00,5,15,10,1,-0.333333333
E01012309,Darlington 006A,10937.00,5,5,10,1,1
E01012310,Darlington 006B,19435.00,5,10,5,0,-0.5
E01012311,Darlington 006C,13992.00,20,10,5,-0.75,-0.5
E01012312,Darlington 006D,19814.00,10,10,10,0,0
E01012313,Darlington 006E,12556.00,5,5,5,0,0
E01012314,Darlington 006F,10591.00,20,5,5,-0.75,0
E01012315,Darlington 010A,6717.00,0,0,5,0,0
E01012316,Darlington 010B,9270.00,5,10,10,1,0
E01012317,Darlington 013A,17412.00,0,5,5,0,0
E01012318,Darlington 013B,14050.00,15,15,15,0,0
E01012319,Darlington 013C,16941.00,30,25,20,-0.333333333,-0.2
E01012323,Darlington 002C,9523.00,10,10,10,0,0
E01012324,Darlington 002D,18315.00,0,0,5,0,0
E01012325,Darlington 005A,6989.00,10,10,5,-0.5,-0.5
E01012326,Darlington 005B,17317.00,5,10,5,0,-0.5
E01012327,Darlington 009B,15226.00,35,25,40,0.142857143,0.6
E01012328,Darlington 003A,7035.00,10,15,20,1,0.333333333
E01012329,Darlington 003B,16478.00,5,0,0,-1,0
E01012330,Darlington 003C,11622.00,10,5,5,-0.5,0
E01012331,Darlington 003D,18001.00,5,5,5,0,0
E01012332,Darlington 005C,5897.00,5,5,15,2,2
E01012333,Darlington 005D,19885.00,5,15,15,2,0
E01012334,Darlington 001B,13111.00,10,5,10,0,1
E01012335,Darlington 001C,11481.00,5,5,5,0,0
E01012336,Darlington 011A,6106.00,0,0,5,0,0
E01012337,Darlington 011B,6434.00,5,10,5,0,-0.5
E01012338,Darlington 015A,16642.00,10,5,15,0.5,2
E01012339,Darlington 015B,11702.00,5,5,5,0,0
E01012340,Darlington 012D,15046.00,20,30,15,-0.25,-0.5
E01012341,Darlington 012E,6846.00,15,20,25,0.666666667,0.25
E01012342,Darlington 009C,6309.00,10,15,15,0.5,0
E01012343,Darlington 009D,12128.00,15,5,20,0.333333333,3
E01012344,Darlington 015C,12295.00,5,5,5,0,0
E01012345,Darlington 015D,6809.00,0,5,0,0,-1
E01012346,Darlington 015E,11629.00,10,5,5,-0.5,0
E01012347,Darlington 011C,16497.00,10,0,5,-0.5,0
E01012348,Darlington 011D,11636.00,0,0,0,0,0
E01012349,Darlington 004A,9694.00,10,10,10,0,0
E01012350,Darlington 004B,8667.00,10,10,5,-0.5,-0.5
E01012351,Darlington 004C,14322.00,0,15,5,0,-0.666666667
E01012352,Darlington 004D,5524.00,20,10,10,-0.5,0
E01012353,Darlington 008B,14566.00,5,20,25,4,0.25
E01012354,Darlington 008C,7138.00,10,20,15,0.5,-0.25
E01012355,Darlington 008D,8902.00,10,5,10,0,1
E01012356,Darlington 014A,11756.00,15,10,5,-0.666666667,-0.5
E01012357,Darlington 014B,11486.00,15,20,15,0,-0.25
E01012358,Darlington 014C,7262.00,15,0,10,-0.333333333,0
E01012359,Darlington 014D,16529.00,40,20,25,-0.375,0.25
E01012360,Darlington 010C,13336.00,0,5,5,0,0
E01012361,Darlington 011E,19604.00,5,0,5,0,0
E01012362,Darlington 007A,12191.00,15,20,5,-0.666666667,-0.75
E01012363,Darlington 007B,7308.00,5,10,10,1,0
E01012364,Darlington 007C,15619.00,5,5,5,0,0
E01012365,Darlington 007D,13253.00,0,10,0,0,-1
E01012366,Darlington 001D,7557.00,0,5,10,0,1
E01020590,County Durham 015A,18619.00,5,15,5,0,-0.666666667
E01020591,County Durham 015B,15784.00,20,10,15,-0.25,0.5
E01020592,County Durham 011A,8292.00,25,20,20,-0.2,0
E01020593,County Durham 011B,15841.00,20,15,10,-0.5,-0.333333333
E01020594,County Durham 013A,19517.00,10,10,10,0,0
E01020595,County Durham 013B,12187.00,5,5,5,0,0
E01020596,County Durham 007A,7288.00,10,10,0,-1,-1
E01020597,County Durham 007B,15854.00,0,5,5,0,0
E01020598,County Durham 007C,5558.00,5,10,0,-1,-1
E01020599,County Durham 011C,13862.00,5,10,10,1,0
E01020600,County Durham 013C,10443.00,5,0,0,-1,0
E01020601,County Durham 011D,19556.00,5,0,5,0,0
E01020602,County Durham 011E,5241.00,0,15,15,0,0
E01020603,County Durham 013D,5936.00,0,5,5,0,0
E01020604,County Durham 019A,12902.00,5,10,5,0,-0.5
E01020605,County Durham 013E,19290.00,5,5,0,-1,-1
E01020606,County Durham 005A,14200.00,15,5,15,0,2
E01020607,County Durham 019B,10544.00,5,5,10,1,1
E01020608,County Durham 015C,16611.00,15,10,5,-0.666666667,-0.5
E01020609,County Durham 015D,19337.00,5,0,0,-1,0
E01020610,County Durham 015E,6926.00,0,10,10,0,0
E01020611,County Durham 007D,9499.00,0,0,0,0,0
E01020612,County Durham 007E,17187.00,5,0,0,-1,0
E01020613,County Durham 002A,15830.00,5,5,15,2,2
E01020614,County Durham 002B,9308.00,5,0,5,0,0
